代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
1213,大飲,Current ,TSE,1981/04/10,1213,02,12,ID 35012903,TW0001213007,02-29820061,02-29841154,http://applesidra.com.tw,c5012903@ms23.hinet.net,蘇芸樂,202608起NA,蘇芸樂(董事長),202205起NA,105,"566,226,270",10,NTD,1965/07/24,,1981/04/10,,,,10.48,,,2019/06/17,,,,,,M1200 食品工業,M12C 飲料乳品,M12C 飲料乳品,M1200 食品工業,0920 非酒精飲料製造業,製造蘋果汽水礦泉水及各種汽水飲料等之批發,經銷各國及國內有關飲料之產品副產品加工產品,百貨批發,"2025/12:蘋果西打(99.72%),寶特580系列(0.28%)",大西洋飲料,"Oceanic Beverages Co., Inc.",大飲,Oceanic Bev.,桃園市平鎮區南東路410 號,"No. 410, Nandong Rd., Pingzhen Dist., Taoyuan City",大西洋飲料股務處,02-29820061,新北市重陽路3段99號10樓,1213,1981/04/10,TSE,M1200 食品工業,,,,,,,大西洋飲料,,,,,,,,,12C   飲料乳品,,,,,,,,,2024/08/14,,Y,財務危機(2024/08/14),E,繼續經營假設存有疑慮(2024/08/14),南台聯合會計師事務所,張太元,陳美蓉,,2026/03/11,,,,,,,M1200,食品工業,M12C,飲料乳品,M12C,飲料乳品,M1200,食品工業
1215,卜蜂,Current ,TSE,1987/07/27,1215,02,12,ID 36514783,TW0001215002,02-25077071,02-25064137,http://www.cptwn.com.tw,service@cptwn.com.tw,鄭武樾,許瑞通,劉明哲(特別助理),李顯財(財會長),"2,552","2,947,900,980",10,NTD,1977/08/22,1985/03/26,1987/07/27,,,,27,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0870 動物飼品製造業,各種飼料生產加工配製銷售進口及買賣,各種禽畜育種、電動屠宰業務及各種禽畜加工品製品銷售,各種肉類加工品與調理食品及蛋品生產銷售等業務,"2025/12:農畜牧肉品(46.80%),消費食品(27.10%),飼料及加工性熟料(26.10%)",台灣卜蜂企業,Charoen Pokphand Enterprise (Taiwan) Co.,卜蜂,CPE,台北市中山區松江路87號17樓,"17/F, 87, Sung Chiang Rd., Taipei, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,1215,1987/07/27,TSE,M1200 食品工業,,,,,,,台灣卜蜂企業,,,,,,,,,12B   油脂飼料,,,,,,,,,,,,,,,資誠聯合會計師事務所,廖福銘,蔡蓓華,,2025/05/08,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1216,統一,Current ,TSE,1987/12/28,1216,02,12,ID 73251209,TW0001216000,06-2532121,06-2532661,https://www.uni-president.com.tw,jlian@mail.pec.com.tw,羅智先,郭慶峰,陳國煇(財務長),陳國煇(財務長),"5,708","56,820,154,210",10,NTD,1967/08/25,1976/10/28,1987/12/28,,,,43,,,,,,,,,M1200 食品工業,M12C 飲料乳品,M12C 飲料乳品,M1200 食品工業,0899 未分類其他食品製造業,食品事業、便利商店事業、流通事業,包裝容器事業、食糧事業、油品事業,其他(製藥事業、休閒開發事業、物流事業等),"2025/12:便利商店(31.43%),流通業務(26.60%),食品(24.46%),包裝容器(4.11%),食糧(2.66%),休閒開發(0.61%)",統一企業,Uni-President Enterprises Corp.,統一,Uni-President,台南市永康區鹽行里中正路 301號,"No.301, Zhongzheng Rd., Yanxing Vil., Yongkang Dist., Tainan City, Taiwan",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,1216,1987/12/28,TSE,M1200 食品工業,,,,,,,統一企業,,,,,,,,,12C   飲料乳品,,,,,,,,,2017/03/29,,Q,重大財務事件(2017/03/29),V,資產減損/客戶倒帳(2017/03/29),資誠聯合會計師事務所,田中玉,吳建志,,2023/05/11,,,,,,,M1200,食品工業,M12C,飲料乳品,M12C,飲料乳品,M1200,食品工業
1217,愛之味,Current ,TSE,1989/10/28,1217,02,12,ID 65534366,TW0001217008,05-2211521-4,05-2216287,http://www.agv.com.tw,yuehchu@mail.agv.com.tw,陳冠翰,陳冠豪,陳冠翰(董事長),林迺賓(財務主管),616,"4,945,133,360",10,NTD,1971/06/26,1986/12/10,1989/10/28,,,,40,,,,,,,,,M1200 食品工業,M12A 罐頭加工,M12A 罐頭加工,M1200 食品工業,0830 蔬果加工及保藏業,食品,,,"2025/12:飲料(38.32%),傳統業務(21.46%),穀奶類(20.46%),甜點(14.04%),其他類(4.17%),油品(1.08%)",愛之味,AGV Products Corp.,愛之味,AGV,嘉義縣民雄鄉工業二路11號,"11, KungYeh Second Rd., MinHsiong Ind. Zone, ChiaYi",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,1217,1989/10/28,TSE,M1200 食品工業,,,,,,,愛之味,國本產業,1971/06/26,,,,,,,12A   罐頭加工,,,,,,,,,,,,,,,國富浩華聯合會計師事務所,黃鈴雯,李國銘,,2024/08/12,,,,,,,M1200,食品工業,M12A,罐頭加工,M12A,罐頭加工,M1200,食品工業
1218,泰山,Current ,TSE,1989/11/11,1218,02,12,ID 59661701,TW0001218006,04-8742211,04-8758989,http://www.taisun.com.tw,taisunir@taisun.com.tw,劉偉龍,游敏賢,李淑惠(財會處財務副總),李淑惠(財會處財務副總),518,"4,999,990,380",10,NTD,1950/10/26,1984/08/22,1989/11/11,,,,36,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,各種食用油脂之精製及批發零售.各種清涼飲料.冷凍調理食品,各種禽畜魚類飼料之加工製造及買賣,,"2025/12:一般食品(69.00%),大宗物資及畜產飼料(26.00%)",泰山企業,"Taisun Enterprise Co., Ltd.",泰山,Taisun,彰化縣田中鎮興工路6 號,"No.6, Xinggong Rd., Tianzhong Township, Changhua, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,1218,1989/11/11,TSE,M1200 食品工業,,,,,,,泰山企業,,,,,,,,,12B   油脂飼料,,,,,,,,,2026/08/13,,Q,重大財務事件(2026/08/13),V,資產減損/客戶倒帳(2026/08/13),安永聯合會計師事務所,黃子評,林素雯,,2025/05/14,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1219,福壽,Current ,TSE,1990/12/01,1219,02,12,ID 56192402,TW0001219004,04-26362111,04-26358452,http://www.fwusow.com.tw,fwusow@fwusow.com.tw,洪堯昆,趙文強,徐沛妤(協理),戴禎慧(財務處經理),655,"3,412,383,640",10,NTD,1955/02/07,1983/09/07,1990/12/01,,,,33,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,食用油脂、動物飼料、穀物食品、寵物食品、有機肥料等生產及銷售,進出口國際貿易,大宗穀物進口與銷售,"2025/12:配合飼料(33.90%),油脂產品(27.00%),單味產品(22.20%),大宗穀物(10.70%),其他(含畜產品)(3.30%),有機肥(2.90%)",福壽實業,"Fwusow Industry Co., Ltd.",福壽,FWUSOW,台中市沙鹿區沙田路45號,"No.45, Shatian Rd., Shalu Dist., Taichung City, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,1219,1990/12/01,TSE,M1200 食品工業,,,,,,,福壽實業,,,,,,,,,12B   油脂飼料,,,,,,,,,,,,,,,群智聯合會計師事務所,呂松裕,張鈞富,,2026/05/12,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1220,台榮,Current ,TSE,1991/11/20,1220,02,12,ID 03543210,TW0001220002,02-25069521,02-25077020,http://www.tairoun.com.tw/,csr@tairoun.com.tw,陳英傑,陳英凱,周忠平(管理部經理),陳英凱(總經理),246,"1,770,779,440",10,NTD,1969/03/13,1988/09/10,1991/11/20,,,,45,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,飼料製造販賣,果糖製造販賣,玉米澱粉製造販賣,"2025/12:海產貿易部門(31.12%),飼料(29.08%),果糖(28.23%),澱粉(10.38%)",台榮產業,"Tai Roun Products Co.,Ltd.",台榮,Tairoun,台北市中山區南京東路二段 206號 6樓,"6/F, 206, Nanking E. Rd. Sec.2, Taipei, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,1220,1991/11/20,TSE,M1200 食品工業,,,,,,,台榮產業,,,,,,,,,12B   油脂飼料,,,,,,,,,,,,,,,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,,2026/05/13,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1225,福懋油,Current ,TSE,1993/09/27,1225,02,12,ID 22102298,TW0001225001,02-25073121,02-25071312,http://www.fopco.com.tw,cherry.lin@fopco.com.tw,吳星澄,張志賓,李建儀(資深經理),李建儀(資深經理),239,"2,422,683,060",10,NTD,1986/04/18,1989/12/21,1993/09/27,1991/04/24,,,20,,,2000/09/11,2001/06/04,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,麵粉，飼料，黃豆油，黃豆粉，大麥片，玉米粉之製造與銷售。,家畜，家禽之養殖及肉類之加工銷售。,一般進口貿易業務(許可業務除外)。,"2025/12:油脂產品(48.96%),飼料原料(25.62%),麵粉(25.42%)",福懋油脂,"Formosa Oilseed Processing Co., Ltd.",福懋油,FOPCO,台中市大肚區沙田路一段 453號,"No.435, Sec. 1, Shatian Rd., Dadu Dist., Taichung City, Taiwan",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,11001,1991/04/24,OTC,M1200 食品工業,,,,,,,福懋油脂,,,,,,,,,12B   油脂飼料,,,,,,,,,2025/03/31,,Q,重大財務事件(2025/03/31),#,財報未出具或遲交(2025/03/31),正風聯合會計師事務所,賴家裕,曾文誠,,2026/07/14,1993/09/27,TSE,1991/04/24,OTC,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1227,佳格,Current ,TSE,1994/04/09,1227,02,12,ID 22102473,TW0001227007,02-27092323,02-27067955,https://www.sfworldwide.com/,spokesperson1@sfworldwide.com,曹德風,邱子權,曹博睿(執行長),李倍蓮(財務長),"1,181","9,150,895,910",10,NTD,1986/06/06,,1994/04/09,,,,84,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,0899 未分類其他食品製造業,"嬰兒麥粉,麥片及相關產品之生產製造","食用油及滋養飲料粉之分裝,加工,銷售業務",一般進出口貿易,"2025/12:廚房料理食品(54.00%),營養食品(37.00%),其他類(9.00%)",佳格食品,Standard Foods Corporation,佳格,SFC,台北市內湖區瑞光路610 號10樓,"10F., No. 610, Ruiguang Rd., Neihu Dist., Taipei City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,1227,1994/04/09,TSE,M1200 食品工業,,,,,,,佳格食品,,,,,,,,,12Z   其他食品,,,,,,,,,2022/04/11,,Q,重大財務事件(2022/04/11),T,遭勒令或自行停(復)工(2022/04/11),勤業眾信聯合會計師事務所,方涵妮,陳昭宇,,2023/05/11,,,,,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
1229,聯華,Current ,TSE,1976/07/19,1229,02,12,ID 11996904,TW0001229003,02-27861188,02-27863232,https://www.lhicholdings.com/,info@lhic.com.tw,苗豐強,林信宏,林信宏(總經理),嚴文卿(財會中心協理),16,"18,318,798,810",10,NTD,1955/07/20,,1976/07/19,,,,12.05,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,產業控股公司業,,,"2025/12:系統整合服務(49.00%),麵粉,麩皮及義大利麵(37.00%),投資收益(11.00%),房地產租賃(3.00%)",聯華實業控股,Lien Hwa Industrial Holdings Corporation,聯華,LHIHC,台北市南港區南港路 1段 209號10樓,"10F., No. 209, Sec. 1, Nangang Rd., Nangang Dist., Taipei City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,1703,1976/07/19,TSE,M1700 化學生技醫療,M1200 食品工業,1995/05/15,M1700 化學生技醫療,1976/07/19,,,聯華實業,聯華實業控股,2024/06/20,聯華實業投資控股,2019/09/26,聯華實業,1955/07/20,,,12B   油脂飼料,,,,,,,,,2017/03/29,,Q,重大財務事件(2017/03/29),V,資產減損/客戶倒帳(2017/03/29),安侯建業聯合會計師事務所,許淑敏,江曉苓,,2026/05/14,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1231,聯華食,Current ,TSE,1995/11/02,1231,02,12,ID 07569627,TW0001231009,02-25534546,02-25533479,http://www.lianhwa.com.tw,tomlin@lianhwa.com.tw,李開源,扶兆民,林志遠(財務處協理),林志遠(財務處協理),"2,582","3,282,999,220",10,NTD,1970/07/07,,1995/11/02,,,,29,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,0897 膳食及菜餚製造業,食品,,,"2025/12:鮮食(53.09%),休閒(46.91%)",聯華食品工業,Lian Hwa Foods Corporation,聯華食,Lian Hwa Foods,台北巿大同區迪化街一段 148號,"148, Ting Hua St. Sec.1, Taipei, Taiwan",永豐金證券股務代理單位,02-23816288,台北市博愛路17號3樓,1231,1995/11/02,TSE,M1200 食品工業,,,,,,,聯華食品工業,,,,,,,,,12Z   其他食品,,,,,,,,,2023/05/04,,Q,重大財務事件(2023/05/04),T,遭勒令或自行停(復)工(2023/05/04),勤業眾信聯合會計師事務所,劉明賢,張青霞,,2026/05/08,,,,,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
1232,大統益,Current ,TSE,1996/02/09,1232,02,12,ID 20927014,TW0001232007,06-6984500,06-6985530,https://www.ttet.com.tw,finance@mail.ttet.com.tw,羅智先,陳昭良,陳昭良(總經理),陳冠州(稽核室主管),155,"1,599,749,150",10,NTD,1982/05/24,1984/09/21,1996/02/09,,,,28,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0840 動植物油脂製造業,黃豆油、粉加工，製造及銷售,,,"2025/12:商品及其他(51.70%),黃豆粉(29.71%),精製沙拉油(16.35%),加工業務(2.24%)",大統益,TTET Union Corporation,大統益,TTET,台南市官田區二鎮里工業西路32號,"No.1, Zhenzhong Rd., Erzhen Vil, Guantian Dist., Tainan City, Taiwan",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,1232,1996/02/09,TSE,M1200 食品工業,,,,,,,大統益,,,,,,,,,12B   油脂飼料,,,,,,,,,,,,,,,資誠聯合會計師事務所,徐惠榆,葉芳婷,,2024/04/26,,,,,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1233,天仁,Current ,TSE,1999/01/20,1233,02,12,ID 18559415,TW0001233005,02-27765580,02-27403035,http://www.tenren.com.tw/,chafortea@tenren.com.tw,李建德,陳中智,王華榮(營運部品牌策略副總),陳映如,"1,498","905,919,480",10,NTD,1975/12/11,1993/11/27,1999/01/20,1997/03/18,,,,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,0895 製茶業,茶葉製造加工,茶葉製品買賣,茶相關製品,"2025/12:餐飲(54.10%),茶葉(41.57%),茶具及其他(4.33%)",天仁茶業,"Ten Ren Tea Co., Ltd.",天仁,Ten Ren,台北巿大安區忠孝東路四段 107號 6樓,"6/F, 107, Chung Hsiao E. Rd., Sec. 4, Taipei, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,4203,1997/03/18,OTC,M1200 食品工業,,,,,,,天仁茶業,,,,,,,,,12Z   其他食品,,,,,,,,,,,,,,,安永聯合會計師事務所,陳智忠,李育儒,,2025/05/13,1999/01/20,TSE,1997/03/18,OTC,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
1234,黑松,Current ,TSE,1999/03/12,1234,02,12,ID 20651901,TW0001234003,02-27062191,02-27552119,http://www.heysong.com.tw,heysong@heysong.com.tw,張斌堂,張智鈞,杜居燦(財務處處長),杜居燦(財務處處長),599,"4,018,710,940",10,NTD,1969/12/13,1981/08/30,1999/03/12,,,,27.06,,,,,,,,,M1200 食品工業,M12C 飲料乳品,M12C 飲料乳品,M1200 食品工業,0920 非酒精飲料製造業,"碳酸飲料,酒類,果蔬汁,咖啡飲料,運動飲料等.",,,"2025/12:飲料產品(含代工代銷)(54.26%),酒(47.90%),保健安全產品(0.42%)",黑松,Hey-Song Corporation,黑松,HEY SONG,台北市大安區信義路四段 296號 3樓,"3/F, 296, Hsin Yi Rd., Sec.4, Taipei, Taiwan, R.O.C",宏遠證券股務代理單位,02-77198899,台北市信義路4段236號3樓,1234,1999/03/12,TSE,M1200 食品工業,,,,,,,黑松,,,,,,,,,12C   飲料乳品,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,翁博仁,蔡宗遠,,2026/05/11,,,,,,,M1200,食品工業,M12C,飲料乳品,M12C,飲料乳品,M1200,食品工業
1235,興泰,Current ,TSE,2000/09/11,1235,02,12,ID 85617982,TW0001235000,07-3425301-5,07-3425694,http://www.goldenbrand.com.tw,shintailtd@gmail.com,楊淑樺,藍志仁,王麗雯(會計主管),王麗雯(會計主管),23,"1,885,778,360",10,NTD,1972/11/15,1991/08/02,2000/09/11,1993/01/11,,,18,,,,,,,,,M1200 食品工業,M12B 油脂飼料,M12B 油脂飼料,M1200 食品工業,0870 動物飼品製造業,飼料,,,2025/12:飼料廠(100.00%),興泰實業,"Shin Tai Industry Co., Ltd.",興泰,ST,高雄市仁武區高楠公路10號,"No.10, Gaonan Highway, Renwu Dist., Kaohsiung, Taiwan",國票綜合證券股務代理單位,02-25288988,台北市南京東路5段188號15樓,11002,1993/01/11,OTC,M1200 食品工業,,,,,,,興泰實業,,,,,,,,,12B   油脂飼料,,,,,,,,,2025/07/24,,Q,重大財務事件(2025/07/24),F,疑似盜取資產或掏空(2025/07/24),聯捷聯合會計師事務所,詹定勳,黃珮樺,,2026/07/02,2000/09/11,TSE,1993/01/11,OTC,,,M1200,食品工業,M12B,油脂飼料,M12B,油脂飼料,M1200,食品工業
1236,宏亞,Current ,TSE,2001/09/19,1236,02,12,ID 34106066,TW0001236008,02-29180786,02-29180706,http://www.hunya.com.tw,hunya.com.tw,張云綺,張云綺,許士彬(總經理特助),林世祺,735,"866,740,080",10,NTD,1976/06/14,1994/08/27,2001/09/19,1998/05/08,,,,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,0894 巧克力及糖果製造業,糖果、餅乾、巧克力之製造、加工及買賣。,月餅、西點、麵包糕餅等食品之製造、加工及買賣。,七七巧克力、禮坊名店。,"2025/12:77巧克力系列產品(71.63%),禮坊囍餅及法式烘培類產品(18.68%),各式蛋糕,麵包,烘焙類產品代工(9.69%)",宏亞食品,"Hunya Foods Co., Ltd.",宏亞,Hunya,新北市新店區北新路一段86號20樓之 6,"20F.-6, No. 86, Sec. 1, Beixin Rd., Xindian Dist., New Taipei City",福邦證券股務代理單位,02-23836888,台北市忠孝西路1段6號6樓,4204,1998/05/08,OTC,M1200 食品工業,,,,,,,宏亞食品,,,,,,,,,12Z   其他食品,,,,,,,,,2020/07/17,,Q,重大財務事件(2020/07/17),T,遭勒令或自行停(復)工(2020/07/17),安永聯合會計師事務所,徐榮煌,劉榮進,,2025/05/12,2001/09/19,TSE,1998/05/08,OTC,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
1240,茂生農經,Current ,OTC,2018/08/08,1240,33,12,ID 18795706,TW0001240000,02-23671162,02-23640694,https://www.morn-sun.com.tw/,bedford@morn-sun.com.tw,吳清德,吳清德,林信鴻(公司治理主管),葉明球(財會經理),99,"442,323,730",10,NTD,1967/02/18,2017/03/24,,2018/08/08,2017/07/21,,47.19,,,,,,,,,M3300 農業科技,M12B 油脂飼料,M12B 油脂飼料,M3300 農業科技,0870 動物飼品製造業,家禽(雞鴨鵝)家畜(豬)各項飼料及其原料之製造加工買賣,"倉庫租金收入,豬隻合作飼養肉豬銷售,有色雞合作飼養銷售",蛋品銷售,"2025/12:禽畜飼料(47.56%),蛋品(35.62%),養殖(13.43%),大宗原物料買賣(3.20%)",茂生農經,Morn Sun Feed Mill Corp.,茂生農經,MornSun,台北市中正區和平西路一段30號 2樓,"2/F, 30, Ho Ping W. Rd, Sec.1, Taipei, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,1240,2017/07/21,ROTC,M3300 農業科技,,,,,,,茂生農經,茂生飼料,1967/02/18,,,,,,,12B   油脂飼料,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳重成,洪偉倫,,2026/05/11,2018/08/08,OTC,2017/07/21,ROTC,,,M3300,農業科技,M12B,油脂飼料,M12B,油脂飼料,M3300,農業科技
1256,鮮活果汁-KY,Current ,TSE,2016/03/17,1256,02,12,ID 37759808,KYG858681003,512-57515501,512-57515503,https://www.sunjuice.com/,ky@sunjuice.com,黃國晃,黃薰毅,吳明憲(董事),陳怡如(財務主管),842,"357,813,780",10,NTD,2010/01/12,2012/07/26,2016/03/17,2012/09/05,,,50,,,,,,,,,M1200 食品工業,M12C 飲料乳品,M12C 飲料乳品,M1200 食品工業,0920 非酒精飲料製造業,果汁、果粒、果粉類等產品之生產與銷售,,,"2025/12:果汁(54.37%),果粒(43.29%),果粉(1.86%)",鮮活控股,"Sunjuice Holdings Co., Limited",鮮活果汁-KY,Sunjuice,"Suite 102, Cannon Place, P.O.Box 712,North Sound Rd; Grand","Suite 102, Cannon Place, P.O.Box 712,North Sound Rd; Grand",兆豐證券股務代理單位,02-33930898,台北市忠孝東路2段95號1樓,1256,2012/09/05,OTC,M1200 食品工業,,,,,,,鮮活控股,,,,,,,,,12C   飲料乳品,,,,,,,,,2022/04/22,,Q,重大財務事件(2022/04/22),T,遭勒令或自行停(復)工(2022/04/22),勤業眾信聯合會計師事務所,呂宜真,張至誼,,2026/05/11,2016/03/17,TSE,2012/09/05,OTC,,,M1200,食品工業,M12C,飲料乳品,M12C,飲料乳品,M1200,食品工業
1259,安心,Current ,OTC,2011/12/15,1259,16,12,ID 23928945,TW0001259000,02-25675001,02-25675002,http://www.mos.com.tw,ir@mos.com.tw,黃茂雄,謝靜慧,高順興(副董事長),張權(財務課部經理),"5,727","323,895,000",10,NTD,1990/11/23,2010/12/28,,2011/12/15,2011/01/26,,166,,,,,,,,,M2700 觀光餐旅,M27A 餐飲飯店,M27A2 餐飲,M2700 觀光餐旅,5611 餐館,連鎖速食餐飲,,,"2025/12:主餐(53.89%),點心(23.61%),湯飲(18.22%),其他類(4.28%),資訊服務(0.00%)",安心食品服務,"An-Shin Food Services Co., Ltd.",安心,An-Shin,台北市南港區經貿2路66號16-3樓,"16 F.-3, No. 66, Jingmao 2nd Rd., Nangang Dist., Taipei City",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,1259,2011/01/26,ROTC,M2700 觀光餐旅,,,,,,,安心食品服務,,,,,,,,,27A2  餐飲,,,,,,,,,2021/01/19,,Q,重大財務事件(2021/01/19),T,遭勒令或自行停(復)工(2021/01/19),資誠聯合會計師事務所,徐明釧,陳怡婷,,2026/08/07,2011/12/15,OTC,2011/01/26,ROTC,,,M2700,觀光餐旅,M27A,餐飲飯店,M27A2,餐飲,M2700,觀光餐旅
1264,德麥,Current ,OTC,2015/04/09,1264,02,12,ID 23420497,TW0001264000,02-22981347,02-22982263,http://www.tehmag.com.tw,ir@tehmag.com.tw,林雪嬌,吳文欽,邱俊榮(財務經理),邱俊榮(財務經理),313,"370,523,670",10,NTD,1989/06/29,2013/11/21,,2015/04/09,2014/02/25,,192,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,4549 其他食品批發業,專業進口烘焙原料銷售,各式烘焙食品、乳製品、各式包裝材料及器具之銷售,烘焙原料之預拌粉加工製造,"2025/12:原物料(62.30%),乳品(35.99%)",德麥食品,Tehmag Foods Corporation,德麥,Tehmag,新北市五股區五權五路31號,"No.31, Wuquan 5th Rd., Wugu Dist., New Taipei City, Taiwan",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號2樓,1264,2014/02/25,ROTC,M1200 食品工業,,,,,,,德麥食品,,,,,,,,,12Z   其他食品,,,,,,,,,2022/04/11,,Q,重大財務事件(2022/04/11),T,遭勒令或自行停(復)工(2022/04/11),勤業眾信聯合會計師事務所,張耿禧,劉力維,,2025/05/09,2015/04/09,OTC,2014/02/25,ROTC,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
1268,漢來美食,Current ,OTC,2017/09/27,1268,16,12,ID 80352343,TW0001268001,07-2135788,07-2155956,http://www.hilai-foods.com,stock@hilai-foods.com,林淑婷,林淑婷,柯柏良(財務長),柯柏良(財務長),"2,587","422,237,300",10,NTD,2003/01/09,2015/08/21,,2017/09/27,2015/12/24,,150,,,,,,,,,M2700 觀光餐旅,M27A 餐飲飯店,M27A2 餐飲,M2700 觀光餐旅,5611 餐館,F501060 餐館業。,ZZ99999 除許可業務外，得經營法令非禁止或限制之業務。,,"2025/12:餐飲(94.75%),商品銷售(2.98%)",漢來美食,"Hi-Lai Foods Co., Ltd.",漢來美食,Hi-Lai Foods,高雄市前金區成功一路266 號21樓之1,"21F.-1, No.266, Chenggong 1st Rd., Qianjin Dist., Kaohsiung City, Taiwan",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,1268,2015/12/24,ROTC,M1200 食品工業,M2700 觀光餐旅,2017/09/27,M1200 食品工業,2003/01/09,,,漢來美食,,,,,,,,,27A2  餐飲,,,,,,,,,2021/05/20,,Q,重大財務事件(2021/05/20),T,遭勒令或自行停(復)工(2021/05/20),勤業眾信聯合會計師事務所,陳珍麗,張慈媛,,2024/05/09,2017/09/27,OTC,2015/12/24,ROTC,,,M2700,觀光餐旅,M27A,餐飲飯店,M27A2,餐飲,M2700,觀光餐旅
